season,date,league,team1,team2,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,importance1,importance2,score1,score2,xg1,xg2,nsxg1,nsxg2,probPredWinner,actualWinner,predImpWinner,probPred,impPred,proj1Result,proj2Result,xg1Result,xg2Result,nsxg1Result,nsxg2Result
2020,2020-11-22,Spanish Primera Division,Eibar,Getafe,64.85,74.19,0.3435,0.3348,0.3217,0.99,0.98,40.2,19.2,0.0,0.0,1.43,0.36,0.92,0.37,tie,tie,team1,1,0,0,0,0,1,0,1
2020,2020-11-22,Dutch Eredivisie,Sparta,ADO Den Haag,37.46,30.36,0.5203,0.2247,0.255,1.78,1.09,36.8,49.6,6.0,0.0,2.4,0.07,2.34,0.41,team1,team1,team2,1,0,0,0,0,1,0,1
2020,2020-11-22,Dutch Eredivisie,Fortuna Sittard,Feyenoord,31.83,59.79,0.2039,0.5723,0.2238,1.22,2.15,43.2,41.0,1.0,3.0,1.06,2.94,1.3,1.17,team2,team2,team1,1,0,1,0,1,1,1,0
2020,2020-11-22,French Ligue 1,Dijon FCO,Lens,49.1,60.73,0.3238,0.4062,0.27,1.24,1.42,42.0,22.3,0.0,1.0,0.77,1.16,1.46,1.21,team2,team2,team1,1,0,0,1,0,1,0,1
2020,2020-11-22,French Ligue 1,Reims,Nimes,56.66,51.5,0.4649,0.2655,0.2696,1.5,1.06,26.0,38.3,0.0,1.0,1.22,0.99,1.55,0.37,team1,team2,team2,0,1,0,1,0,1,0,0
2020,2020-11-22,Italy Serie B,Ascoli,Virtus Entella,19.04,19.87,0.4209,0.2776,0.3015,1.47,1.15,47.9,44.5,1.0,1.0,0.53,1.34,0.27,1.65,tie,tie,team1,1,0,1,1,1,1,0,0
2020,2020-11-22,Italy Serie A,AS Roma,Parma,77.94,55.9,0.6955,0.1212,0.1832,2.39,0.9,58.6,31.2,3.0,0.0,2.87,0.03,2.35,0.2,team1,team1,team1,1,1,0,0,1,1,0,1
2020,2020-11-22,French Ligue 1,Montpellier,Strasbourg,57.93,58.46,0.4061,0.3213,0.2726,1.4,1.22,11.8,27.8,4.0,3.0,2.42,3.36,1.95,1.15,team1,team1,team2,1,0,0,0,0,1,0,0
2020,2020-11-22,Italy Serie A,Internazionale,Torino,84.87,56.96,0.8088,0.0593,0.1319,2.76,0.63,64.0,31.8,4.0,2.0,3.91,2.19,2.18,1.24,team1,team1,team1,1,1,0,0,1,1,0,0
2020,2020-11-22,Barclays Premier League,Sheffield United,West Ham United,66.44,73.91,0.3457,0.3773,0.27699999999999997,1.22,1.28,41.0,17.0,0.0,1.0,0.79,2.26,0.92,2.07,team2,team2,team1,1,0,0,1,0,0,0,0
2020,2020-11-22,Italy Serie A,Sampdoria,Bologna,61.63,59.34,0.4284,0.3092,0.2624,1.56,1.29,16.3,30.1,1.0,2.0,0.8,1.64,0.65,0.99,team1,team2,team2,0,1,0,0,1,1,1,0
2020,2020-11-22,Italy Serie A,Verona,Sassuolo,59.13,66.57,0.3251,0.4191,0.2558,1.39,1.61,17.9,26.8,0.0,2.0,1.3,0.42,1.92,0.61,team2,team2,team2,1,1,0,1,0,0,0,0
2020,2020-11-22,German Bundesliga,SC Freiburg,Mainz,62.81,57.17,0.4686,0.284,0.2474,1.73,1.3,31.4,49.6,1.0,3.0,1.91,2.63,2.19,1.81,team1,team2,team2,0,1,0,0,0,1,0,0
2020,2020-11-22,Spanish Primera Division,Cadiz,Real Sociedad,67.04,83.36,0.2075,0.5225,0.27,0.84,1.51,17.5,60.6,0.0,1.0,0.09,1.92,0.1,1.88,team2,team2,team2,1,1,0,0,1,0,1,0
2020,2020-11-22,Dutch Eredivisie,RKC,Heerenveen,26.63,42.37,0.3272,0.3994,0.2734,1.33,1.49,48.0,4.8,1.0,1.0,2.55,1.7,3.18,1.36,team2,tie,team1,0,0,1,1,0,0,0,1
2020,2020-11-22,Dutch Eredivisie,FC Twente,PSV,42.83,64.75,0.2087,0.5404,0.2508,1.04,1.82,11.6,70.5,1.0,1.0,1.15,2.86,0.66,1.67,team2,tie,team2,0,0,1,0,1,0,1,0
2020,2020-11-22,French Ligue 1,Angers,Lyon,58.01,75.79,0.2101,0.5471,0.2428,1.01,1.78,15.2,61.6,0.0,1.0,1.03,1.13,0.97,1.22,team2,team2,team2,1,1,0,0,0,1,0,1
2020,2020-11-22,Barclays Premier League,Leeds United,Arsenal,66.29,79.46,0.2822,0.4681,0.2497,1.22,1.64,22.8,34.9,0.0,0.0,2.06,0.84,1.99,0.92,team2,tie,team2,0,0,0,0,0,0,0,0
2020,2020-11-22,German Bundesliga,FC Cologne,1. FC Union Berlin,64.65,68.51,0.4024,0.3166,0.2811,1.34,1.16,34.2,19.6,1.0,2.0,1.04,2.3,1.23,0.94,team1,team2,team1,0,0,1,0,1,1,1,0
2020,2020-11-22,Italy Serie A,Udinese,Genoa,63.23,54.17,0.4853,0.2337,0.2809,1.46,0.92,35.1,43.1,1.0,0.0,0.36,0.7,0.79,1.54,team1,team1,team2,1,0,1,0,0,0,1,0
2020,2020-11-22,Spanish Primera Division,Granada,Real Valladolid,68.76,61.46,0.4737,0.2347,0.2916,1.33,0.85,17.8,45.0,1.0,3.0,1.47,1.1,1.61,0.3,team1,team2,team2,0,1,1,0,1,0,0,0
2020,2020-11-22,Brasileiro Série A,São Paulo,Vasco da Gama,62.36,44.26,0.6728,0.1148,0.2124,1.82,0.6,78.2,43.3,1.0,1.0,0.99,0.9,1.49,0.36,team1,tie,team1,0,0,0,1,1,1,1,0
2020,2020-11-22,Brasileiro Série A,Ceará,Atletico Mineiro,48.52,60.22,0.3246,0.4261,0.2493,1.28,1.5,34.4,50.0,2.0,2.0,1.82,1.9,1.34,0.89,team2,tie,team2,0,0,0,1,1,1,0,0
2020,2020-11-22,Dutch Eredivisie,AZ,Emmen,60.76,32.36,0.7603,0.0759,0.1638,2.48,0.65,26.2,45.5,1.0,0.0,3.2,0.61,2.94,0.77,team1,team1,team2,1,0,0,0,0,0,0,0
2020,2020-11-22,Barclays Premier League,Liverpool,Leicester City,88.95,80.85,0.5804,0.2045,0.2152,2.07,1.15,68.7,63.4,3.0,0.0,4.83,1.94,2.23,1.16,team1,team1,team1,1,1,0,0,0,0,0,0
2020,2020-11-22,Italy Serie A,Napoli,AC Milan,81.68,79.92,0.4396,0.3018,0.2586,1.61,1.3,68.3,65.9,1.0,3.0,2.39,2.04,2.03,1.95,team1,team2,team1,0,0,0,0,0,0,0,0
2020,2020-11-22,French Ligue 1,Lille,Lorient,75.02,52.6,0.6901,0.107,0.2029,2.02,0.65,65.0,37.0,4.0,0.0,3.23,0.82,3.69,0.41,team1,team1,team1,1,1,0,0,0,0,1,1
2020,2020-11-22,Spanish Primera Division,Alavés,Valencia,63.26,66.79,0.3933,0.3285,0.2782,1.32,1.19,45.4,26.6,2.0,2.0,1.77,2.07,0.59,1.3,team1,tie,team1,0,0,0,0,1,1,0,0
2020,2020-11-22,Italy Serie B,Reggina,Pisa,26.11,21.71,0.4846,0.2304,0.285,1.66,1.07,28.3,37.8,1.0,2.0,0.39,0.98,0.93,1.33,team1,team2,team2,0,1,0,0,0,0,1,0
2020,2020-11-22,Major League Soccer,Sporting Kansas City,San Jose Earthquakes,43.62,34.34,0.7217,0.2783,0.0,1.89,1.02,100.0,100.0,3.0,3.0,1.81,3.07,1.97,1.06,team1,tie,tie,0,1,0,0,0,1,0,0
2020,2020-11-22,Brasileiro Série A,Botafogo,Fortaleza,45.1,48.96,0.4314,0.2905,0.278,1.28,1.0,56.4,35.3,1.0,2.0,1.2,0.98,1.47,0.8,team1,team2,team1,0,0,1,0,1,0,1,0
2020,2020-11-22,Brasileiro Série A,Internacional,Fluminense,58.24,51.14,0.545,0.193,0.2621,1.47,0.76,28.4,6.1,1.0,2.0,0.78,0.65,0.97,0.24,team1,team2,team1,0,0,1,0,1,0,1,0
2020,2020-11-22,Brasileiro Série A,Corinthians,Grêmio,48.38,63.6,0.2964,0.4409,0.2627,1.1,1.4,33.6,38.7,0.0,0.0,0.35,1.21,1.04,1.65,team2,tie,team2,0,0,0,0,1,0,0,0
2020,2020-11-22,Major League Soccer,Minnesota United FC,Colorado Rapids,39.37,40.49,0.5977,0.4023,0.0,1.73,1.35,100.0,100.0,3.0,0.0,2.23,2.2,1.87,1.83,team1,team1,tie,1,0,0,0,0,0,0,0
2020,2020-11-22,Mexican Primera Division Torneo Apertura,Tigres UANL,Toluca,55.76,38.08,0.7645,0.2355,0.0,1.93,0.88,100.0,100.0,2.0,1.0,1.44,0.3,1.14,0.76,team1,team1,tie,1,0,1,1,0,0,0,1
2020,2020-11-22,Major League Soccer,Portland Timbers,FC Dallas,41.54,40.03,0.6244,0.3756,0.0,1.78,1.3,100.0,100.0,1.0,1.0,1.52,1.14,3.33,0.6,team1,tie,tie,0,1,0,1,0,1,0,1
2020,2020-11-22,Mexican Primera Division Torneo Apertura,Monterrey,Puebla,53.45,36.03,0.7584,0.2416,0.0,1.86,0.86,100.0,100.0,2.0,2.0,2.95,1.15,1.73,0.72,team1,tie,tie,0,1,1,0,0,0,1,0
2020,2020-11-23,Barclays Premier League,Burnley,Crystal Palace,66.85,67.14,0.4344,0.2794,0.2862,1.31,0.99,48.6,19.4,1.0,0.0,1.69,1.32,1.16,2.13,team1,team1,team1,1,1,1,0,0,0,1,0
2020,2020-11-23,German 2. Bundesliga,VfL Osnabruck,1. FC Nürnberg,31.86,34.41,0.37,0.3468,0.2832,1.39,1.34,25.1,26.3,1.0,4.0,1.04,2.06,0.34,0.54,team1,team2,team2,0,1,1,0,1,0,0,0
2020,2020-11-23,Italy Serie B,Salernitana,Cremonese,25.55,22.45,0.4451,0.24600000000000002,0.3089,1.44,1.0,22.4,36.5,2.0,1.0,1.02,1.66,1.64,2.67,tie,team1,team2,0,0,0,1,0,0,1,0
2020,2020-11-23,Barclays Premier League,Wolverhampton,Southampton,76.19,74.1,0.4163,0.2966,0.2871,1.28,1.03,20.1,27.8,1.0,1.0,1.75,1.19,1.28,1.49,team1,tie,team2,0,0,1,1,0,1,1,1
2020,2020-11-23,Spanish Primera Division,Athletic Bilbao,Real Betis,70.28,72.4,0.4016,0.3181,0.2803,1.32,1.15,26.7,18.5,4.0,0.0,2.96,0.42,1.42,0.87,team1,team1,team1,1,1,0,0,0,1,0,0
2020,2020-11-23,Brasileiro Série A,Sport Recife,Atlético Goianiense,39.11,44.02,0.4064,0.3178,0.2758,1.26,1.08,57.8,50.8,0.0,1.0,0.56,1.46,1.5,1.3,team1,team2,team1,0,0,0,1,0,1,0,1
2020,2020-11-24,UEFA Champions League,FC Krasnodar,Sevilla FC,59.24,80.24,0.2102,0.5336,0.2562,0.85,1.53,16.5,23.8,1.0,2.0,1.07,1.4,2.28,1.97,team2,team2,team2,1,1,1,1,1,0,0,1
2020,2020-11-24,UEFA Champions League,Stade Rennes,Chelsea,66.5,86.68,0.2045,0.544,0.2515,0.85,1.57,16.8,13.0,1.0,2.0,1.16,2.13,1.58,1.14,team2,team2,team1,1,0,1,1,1,1,0,0
2020,2020-11-24,English League Championship,Queens Park Rangers,Rotherham United,44.84,41.49,0.4341,0.2802,0.2857,1.43,1.09,21.7,30.1,3.0,2.0,2.12,1.75,1.11,1.25,team1,team1,team2,1,0,0,0,0,1,0,0
2020,2020-11-24,English League Championship,Wycombe Wanderers,Huddersfield Town,37.24,46.86,0.3326,0.3766,0.2908,1.21,1.3,44.7,19.1,0.0,0.0,0.54,0.73,1.11,1.03,team2,tie,team1,0,0,0,0,0,0,0,0
2020,2020-11-24,English League Championship,Luton Town,Birmingham,40.45,43.03,0.37,0.318,0.312,1.16,1.06,23.4,24.0,1.0,1.0,1.33,1.2,1.34,0.99,tie,tie,team2,1,0,1,1,1,1,1,1
2020,2020-11-24,English League Championship,Stoke City,Norwich City,52.72,60.67,0.3102,0.4142,0.2756,1.25,1.48,35.4,62.8,2.0,3.0,2.07,0.98,2.04,0.32,team2,team2,team2,1,1,0,0,1,0,1,0
2020,2020-11-24,English League Championship,Preston North End,Blackburn,49.86,51.04,0.3927,0.3208,0.2865,1.36,1.2,15.7,18.3,0.0,3.0,0.2,2.28,0.08,0.98,team1,team2,team2,0,1,0,0,1,0,1,0
2020,2020-11-24,English League Championship,Barnsley,Brentford,46.74,60.32,0.2517,0.4548,0.2935,0.96,1.39,12.9,40.4,0.0,1.0,0.13,1.47,0.5,1.87,team2,team2,team2,1,1,0,1,1,1,1,0
2020,2020-11-24,English League Championship,AFC Bournemouth,Nottingham Forest,62.93,44.36,0.6303,0.1351,0.2345,1.87,0.73,62.2,23.7,2.0,0.0,1.62,1.21,1.24,0.8,team1,team1,team1,1,1,1,0,1,0,0,0
2020,2020-11-24,UEFA Champions League,Lazio,Zenit St Petersburg,70.64,75.16,0.4282,0.3191,0.2526,1.48,1.25,84.3,57.1,3.0,1.0,3.44,0.51,1.65,1.97,team1,team1,team1,1,1,0,1,1,1,0,0
2020,2020-11-24,UEFA Champions League,Borussia Dortmund,Club Brugge,87.88,68.55,0.682,0.1198,0.1982,2.0,0.69,43.7,82.3,3.0,0.0,1.55,0.07,1.95,0.65,team1,team1,team2,1,0,0,0,0,1,0,0
2020,2020-11-24,UEFA Champions League,Paris Saint-Germain,RB Leipzig,87.63,85.01,0.5125,0.2586,0.2289,1.81,1.22,100.0,96.4,1.0,0.0,1.2,0.96,1.01,2.69,team1,team1,team1,1,1,0,0,1,0,1,0
2020,2020-11-24,UEFA Champions League,Juventus,Ferencvaros,82.28,53.9,0.7891,0.0579,0.153,2.24,0.44,28.1,12.9,2.0,1.0,0.95,0.36,2.49,0.5,team1,team1,team1,1,1,1,0,0,0,1,1
2020,2020-11-24,UEFA Champions League,Dynamo Kiev,Barcelona,66.35,90.38,0.175,0.6259,0.19899999999999998,1.04,2.14,14.6,7.9,0.0,4.0,0.39,2.98,0.59,2.43,team2,team2,team1,1,0,0,0,1,0,0,0
2020,2020-11-24,UEFA Champions League,Manchester United,Istanbul Basaksehir,84.13,57.96,0.7982,0.0525,0.1494,2.25,0.4,72.0,26.7,4.0,1.0,2.88,1.34,1.87,1.18,team1,team1,team1,1,1,0,0,0,1,0,1
2020,2020-11-24,Major League Soccer,Toronto FC,Nashville SC,41.74,35.37,0.6917,0.3083,0.0,1.46,0.82,100.0,100.0,0.0,1.0,1.69,3.13,0.98,2.3,team1,team2,tie,0,0,0,1,0,0,0,0
2020,2020-11-24,Major League Soccer,Philadelphia Union,New England Revolution,52.35,43.2,0.7124,0.2876,0.0,1.86,1.03,100.0,100.0,0.0,2.0,1.51,1.02,1.77,1.48,team1,team2,tie,0,0,0,0,0,0,0,0
2020,2020-11-24,Major League Soccer,Seattle Sounders FC,Los Angeles FC,49.31,50.86,0.6115,0.3885,0.0,1.74,1.31,100.0,100.0,3.0,1.0,1.98,2.42,0.87,1.14,team1,team1,tie,1,0,0,1,0,0,0,1
2020,2020-11-25,UEFA Champions League,Borussia Monchengladbach,Shakhtar Donetsk,78.59,72.48,0.5184,0.2657,0.2159,1.99,1.37,92.6,97.1,4.0,0.0,2.91,0.74,1.34,0.9,team1,team1,team2,1,0,0,0,0,0,0,0
2020,2020-11-25,UEFA Champions League,Olympiacos,Manchester City,74.19,92.8,0.2088,0.5262,0.265,0.81,1.46,59.9,7.8,0.0,1.0,0.06,2.62,0.06,3.91,team2,team2,team1,1,0,0,1,1,0,1,0
2020,2020-11-25,French Ligue 1,Lens,Nantes,61.1,58.74,0.4585,0.2712,0.2703,1.49,1.08,22.6,15.1,1.0,1.0,0.82,1.59,0.89,1.45,team1,tie,team1,0,0,1,1,1,0,1,1
2020,2020-11-25,English League Championship,Middlesbrough,Derby County,51.05,42.79,0.4541,0.2285,0.3174,1.24,0.79,19.8,38.1,3.0,0.0,1.71,0.42,1.14,1.3,tie,team1,team2,0,0,0,0,0,1,0,0
2020,2020-11-25,English League Championship,Millwall,Reading,48.8,45.27,0.4328,0.2658,0.3014,1.32,0.97,16.4,17.6,1.0,1.0,1.3,0.59,1.9,0.51,tie,tie,team2,1,0,1,1,1,1,0,1
2020,2020-11-25,English League Championship,Swansea City,Sheffield Wednesday,54.33,42.59,0.516,0.19399999999999998,0.29,1.45,0.77,37.9,37.0,1.0,1.0,0.43,0.21,1.19,0.25,team1,tie,team1,0,0,1,1,0,0,1,0
2020,2020-11-25,English League Championship,Bristol City,Watford,49.46,58.23,0.305,0.4125,0.2825,1.19,1.42,27.4,48.7,0.0,0.0,1.3,0.69,0.94,0.97,team2,tie,team2,0,0,0,0,0,0,0,0
2020,2020-11-25,English League Championship,Coventry City,Cardiff City,37.95,53.23,0.2778,0.4418,0.2805,1.11,1.48,37.7,18.8,1.0,0.0,0.93,0.32,0.46,1.33,team2,team1,team1,0,1,1,0,1,1,0,0
2020,2020-11-25,UEFA Champions League,Marseille,FC Porto,64.26,74.61,0.3168,0.41200000000000003,0.2713,1.12,1.31,13.1,47.7,0.0,2.0,1.24,2.11,1.09,0.65,team2,team2,team2,1,1,0,0,0,1,0,0
2020,2020-11-25,UEFA Champions League,Atletico Madrid,Lokomotiv Moscow,86.94,56.3,0.8182,0.0286,0.1532,2.04,0.2,94.7,69.5,0.0,0.0,0.94,0.13,1.82,0.52,team1,tie,team1,0,0,0,1,0,1,0,0
2020,2020-11-25,UEFA Champions League,Bayern Munich,FC Salzburg,93.37,78.13,0.6836,0.1586,0.1578,2.85,1.36,7.0,39.5,3.0,1.0,1.57,3.13,1.4,1.65,team1,team1,team2,1,0,1,1,0,0,0,0
2020,2020-11-25,UEFA Champions League,Internazionale,Real Madrid,84.1,86.6,0.424,0.342,0.23399999999999999,1.66,1.47,100.0,100.0,0.0,2.0,0.23,2.33,0.88,1.95,team1,team2,tie,0,0,0,0,1,1,0,1
2020,2020-11-25,UEFA Champions League,Liverpool,Atalanta,89.57,78.58,0.6003,0.1994,0.2003,2.17,1.18,9.4,47.5,0.0,2.0,0.18,1.49,0.83,1.07,team1,team2,team2,0,1,0,0,1,0,0,0
2020,2020-11-25,UEFA Champions League,Ajax,FC Midtjylland,80.09,59.11,0.7216,0.1116,0.1668,2.39,0.83,55.2,11.0,3.0,1.0,2.34,1.28,1.54,0.65,team1,team1,team1,1,1,0,1,0,1,0,1
2020,2020-11-25,Brasileiro Série A,Ceará,São Paulo,48.93,61.62,0.2875,0.4479,0.2646,1.06,1.4,35.9,77.2,1.0,1.0,1.82,1.72,1.24,2.01,team2,tie,team2,0,0,1,1,0,0,1,0
2020,2020-11-25,Brasileiro Série A,Atletico Mineiro,Botafogo,59.84,44.88,0.6145,0.1737,0.2118,1.95,0.93,46.5,48.8,2.0,1.0,2.31,0.69,1.16,0.58,team1,team1,team2,1,0,1,1,1,1,0,1
2020,2020-11-25,Brasileiro Série A,Coritiba,Corinthians,41.04,47.9,0.3986,0.3239,0.2774,1.24,1.09,57.1,37.7,0.0,1.0,0.53,1.87,1.68,1.03,team1,team2,team1,0,0,0,1,0,0,0,1
2020,2020-11-25,Mexican Primera Division Torneo Apertura,Puebla,León,36.36,53.19,0.2624,0.4708,0.2668,1.09,1.55,100.0,100.0,2.0,1.0,0.34,1.97,0.5,1.83,team2,team1,tie,0,0,0,0,0,0,0,0
2020,2020-11-25,Mexican Primera Division Torneo Apertura,Guadalajara,Club América,46.44,50.24,0.3872,0.3394,0.2734,1.38,1.28,100.0,100.0,1.0,0.0,0.86,0.95,1.35,0.87,team1,team1,tie,1,0,1,0,1,0,1,0
2020,2020-11-26,UEFA Europa League,Maccabi Tel-Aviv,Villarreal,55.2,79.87,0.195,0.5468,0.2582,0.9,1.69,26.2,9.3,1.0,1.0,1.08,0.97,0.64,1.34,team2,tie,team1,0,0,1,0,1,1,1,1
2020,2020-11-26,UEFA Europa League,Slovan Liberec,TSG Hoffenheim,39.54,72.85,0.1706,0.6258,0.2035,1.14,2.32,36.1,10.0,0.0,2.0,0.4,1.87,0.43,1.88,team2,team2,team1,1,0,0,1,1,1,1,1
2020,2020-11-26,UEFA Europa League,Lille,AC Milan,76.53,80.44,0.3791,0.3602,0.2607,1.52,1.48,36.2,35.8,1.0,1.0,0.54,0.85,0.74,0.52,team1,tie,team1,0,0,0,1,1,1,1,1
2020,2020-11-26,UEFA Europa League,AEK Athens,FC Zorya Luhansk,60.21,41.73,0.6318,0.1286,0.2396,1.79,0.66,37.9,13.0,0.0,3.0,0.71,1.81,0.97,0.8,team1,team2,team1,0,0,0,0,0,0,0,0
2020,2020-11-26,UEFA Europa League,CSKA Moscow,Feyenoord,68.5,59.96,0.536,0.2191,0.2449,1.84,1.09,100.0,100.0,0.0,0.0,1.57,1.1,2.86,0.48,team1,tie,tie,0,1,0,0,0,0,0,1
2020,2020-11-26,UEFA Europa League,Braga,Leicester City,62.12,79.81,0.268,0.4739,0.2581,1.21,1.69,40.6,11.3,3.0,3.0,2.12,2.13,1.57,1.4,team2,tie,team1,0,0,0,0,0,0,0,0
2020,2020-11-26,UEFA Europa League,CSKA Sofia,Young Boys,52.17,68.38,0.2409,0.4573,0.3018,0.87,1.32,34.1,72.3,0.0,1.0,0.07,0.7,0.09,0.95,tie,team2,team2,0,1,0,1,1,1,1,1
2020,2020-11-26,UEFA Europa League,KAA Gent,Red Star Belgrade,52.96,56.63,0.3747,0.386,0.2393,1.74,1.77,21.1,44.2,0.0,2.0,1.45,0.44,2.49,0.24,team2,team2,team2,1,1,0,1,0,0,0,0
2020,2020-11-26,UEFA Europa League,Sparta Prague,Celtic,54.83,64.32,0.3445,0.4153,0.2402,1.64,1.82,35.9,36.2,4.0,1.0,3.18,0.78,1.05,0.86,team2,team1,team2,0,0,0,0,0,1,0,1
2020,2020-11-26,UEFA Europa League,Wolfsberger AC,Dinamo Zagreb,52.2,64.16,0.3141,0.4399,0.24600000000000002,1.48,1.79,100.0,87.8,0.0,3.0,0.48,2.28,0.86,1.0,team2,team2,team1,1,0,0,0,1,0,0,0
2020,2020-11-26,UEFA Europa League,FK Qarabag,Sivasspor,49.8,43.3,0.4876,0.2364,0.2759,1.53,0.98,28.4,31.3,2.0,3.0,0.95,1.35,1.31,0.73,team1,team2,team2,0,1,1,0,0,0,0,0
2020,2020-11-26,UEFA Europa League,Molde,Arsenal,54.54,78.68,0.2388,0.531,0.2301,1.31,2.04,49.4,12.6,0.0,3.0,1.23,2.6,1.21,2.16,team2,team2,team1,1,0,0,0,0,1,0,0
2020,2020-11-26,UEFA Europa League,LASK Linz,Antwerp,61.16,52.75,0.5137,0.2332,0.2532,1.75,1.1,100.0,100.0,0.0,2.0,0.58,2.25,0.51,1.02,team1,team2,tie,0,0,0,0,0,1,0,0
2020,2020-11-26,UEFA Europa League,AZ,Real Sociedad,61.08,84.6,0.1875,0.5782,0.2343,1.01,1.94,100.0,100.0,0.0,0.0,1.06,1.4,1.53,1.54,team2,tie,tie,0,1,0,0,0,0,0,0
2020,2020-11-26,UEFA Europa League,CFR 1907 Cluj,AS Roma,51.38,79.22,0.1926,0.5737,0.2337,1.04,1.95,51.4,26.2,0.0,2.0,0.63,1.74,1.41,1.06,team2,team2,team1,1,0,0,1,0,1,0,0
2020,2020-11-26,UEFA Europa League,Bayer Leverkusen,Hapoel Be'er,78.86,55.22,0.664,0.1322,0.2038,2.19,0.86,44.4,59.3,4.0,1.0,2.96,0.34,2.38,0.18,team1,team1,team2,1,0,0,1,0,0,0,0
2020,2020-11-26,UEFA Europa League,Rangers,Benfica,68.58,73.52,0.3999,0.3306,0.2695,1.49,1.33,43.6,43.6,2.0,2.0,1.42,1.09,0.46,0.87,team1,tie,tie,0,1,0,0,0,0,0,0
2020,2020-11-26,UEFA Europa League,Nice,Slavia Prague,60.69,64.6,0.3832,0.354,0.2628,1.51,1.44,92.1,96.1,1.0,3.0,1.49,1.41,0.9,0.7,team1,team2,team2,0,1,0,0,1,0,1,0
2020,2020-11-26,UEFA Europa League,PSV,PAOK Salonika,65.14,61.55,0.4204,0.2831,0.2965,1.31,1.03,100.0,100.0,3.0,2.0,2.2,0.65,1.91,1.09,team1,team1,tie,1,0,0,0,0,0,0,0
2020,2020-11-26,UEFA Europa League,Dundalk,Rapid Vienna,43.12,56.36,0.3285,0.4387,0.2328,1.68,1.96,26.0,71.7,1.0,3.0,2.54,0.98,1.34,1.08,team2,team2,team2,1,1,0,0,0,0,1,0
2020,2020-11-26,UEFA Europa League,Standard Liege,Lech Poznan,47.91,53.46,0.358,0.34700000000000003,0.2951,1.22,1.19,21.2,28.5,2.0,1.0,1.97,0.87,1.59,0.94,team1,team1,team2,1,0,0,1,1,1,1,1
2020,2020-11-26,UEFA Europa League,Tottenham Hotspur,Ludogorets,82.42,54.9,0.7331,0.0877,0.1791,2.3,0.65,32.2,14.2,4.0,0.0,3.41,0.0,3.36,0.06,team1,team1,team1,1,1,0,0,0,1,0,1
2020,2020-11-26,UEFA Europa League,Granada,Omonia Nicosia,67.87,45.24,0.6749,0.1122,0.2129,2.01,0.67,32.7,18.7,2.0,1.0,1.63,0.47,2.07,0.38,team1,team1,team1,1,1,1,1,1,0,1,0
2020,2020-11-26,UEFA Europa League,Napoli,Rijeka,81.1,37.99,0.8856,0.0158,0.0986,2.68,0.2,58.3,1.7,2.0,0.0,3.89,0.65,2.4,1.28,team1,team1,team1,1,1,0,1,0,0,1,0
2020,2020-11-26,Brasileiro Série A,Fortaleza,Goiás,49.17,39.52,0.5442,0.2004,0.2555,1.53,0.81,23.3,30.2,1.0,1.0,1.99,0.56,1.14,0.69,team1,tie,team2,0,0,0,1,0,1,1,1
2020,2020-11-26,Mexican Primera Division Torneo Apertura,Tigres UANL,Cruz Azul,55.62,54.76,0.433,0.2913,0.2758,1.44,1.13,100.0,100.0,1.0,3.0,2.11,1.0,1.46,1.27,team1,team2,tie,0,0,1,0,0,0,1,0
2020,2020-11-26,Mexican Primera Division Torneo Apertura,Pachuca,Pumas Unam,51.04,44.91,0.4828,0.2402,0.27699999999999997,1.47,0.95,100.0,100.0,0.0,1.0,1.54,0.35,1.32,0.81,team1,team2,tie,0,0,0,1,0,0,0,1
2020,2020-11-27,German 2. Bundesliga,SV Darmstadt 98,Eintracht Braunschweig,31.79,25.41,0.4644,0.2656,0.27,1.64,1.18,36.6,44.4,4.0,0.0,2.44,0.4,0.92,0.97,team1,team1,team2,1,0,0,0,0,1,0,0
2020,2020-11-27,German 2. Bundesliga,FC St. Pauli,VfL Osnabruck,30.41,30.33,0.41600000000000004,0.3138,0.2701,1.58,1.35,37.9,19.7,0.0,1.0,0.85,0.89,1.66,0.89,team1,team2,team1,0,0,0,1,0,1,0,1
2020,2020-11-27,Portuguese Liga,Pacos Ferreira,Famalicao,47.38,45.21,0.4763,0.2674,0.2562,1.52,1.07,18.0,19.6,2.0,0.0,1.3,0.41,0.97,1.18,team1,team1,team2,1,0,1,0,0,1,0,0
2020,2020-11-27,Dutch Eredivisie,FC Twente,RKC,42.39,27.87,0.5681,0.1782,0.2537,1.77,0.87,4.7,46.2,0.0,2.0,1.45,1.12,2.72,1.19,team1,team2,team2,0,1,0,0,0,0,0,0
2020,2020-11-27,German Bundesliga,VfL Wolfsburg,Werder Bremen,72.68,65.62,0.5163,0.2162,0.2674,1.55,0.91,28.3,11.3,5.0,3.0,1.57,0.63,2.07,0.92,team1,team1,team1,1,1,0,0,0,0,0,0
2020,2020-11-27,English League Championship,Brentford,Queens Park Rangers,61.56,44.81,0.6068,0.1541,0.2391,1.86,0.81,41.3,13.0,2.0,1.0,1.07,1.26,1.23,0.92,team1,team1,team1,1,1,1,1,0,1,0,1
2020,2020-11-27,French Ligue 1,Strasbourg,Stade Rennes,58.08,66.73,0.3443,0.3868,0.2689,1.3,1.39,35.5,30.8,1.0,1.0,0.77,2.04,0.6,2.29,team2,tie,team1,0,0,1,1,1,0,1,0
